uniqueid,plotid,date,year,method,subsample,position,co2_c_flux_kg_ha_day,co2_r2,n2o_n_flux_g_ha_day,n2o_r2,nh3_n_flux_g_ha_day,nh3_r2,ch4_c_flux_g_ha_day,ch4_r2,soil_moisture_5cm,soil_temperature_5cm,soil_nitrate_n_0_10cm,soil_ammonium_n_0_10cm,month,day_of_year,quarter,is_growing_season,season
LAN,256.0,2012-08-20,2012.0,GC,1.0,on_broadcast,17.20557714,0.984863439,0.885807,0.945338,,,-1.75427,0.797213,5.2,18.9,,,8,233,3,1,summer
LAN,264.0,2012-08-20,2012.0,GC,2.0,on_broadcast,7.601239133,0.901827883,0.414224,0.937818,,,-3.70929,0.934187,7.0,21.6,,,8,233,3,1,summer
LAN,264.0,2012-08-20,2012.0,GC,1.0,on_broadcast,7.236899964,0.933311699,0.172798,0.704738,,,-5.4322,0.97929,7.6,21.6,,,8,233,3,1,summer
LAN,277.0,2012-08-20,2012.0,GC,2.0,on_broadcast,22.49447748,0.994624156,0.920021,0.991936,,,-0.187558,0.0349456,5.7,21.0,,,8,233,3,1,summer
LAN,277.0,2012-08-20,2012.0,GC,1.0,on_broadcast,10.27149331,0.998562474,0.872018,0.994778,,,0.147594,0.203535,2.7,20.6,,,8,233,3,1,summer
LAN,126.0,2012-09-03,2012.0,GC,2.0,on_broadcast,19.16283224,0.991678079,0.309861,0.957654,,,-2.08516,0.97937,9.0,21.9,,,9,247,3,1,fall
LAN,126.0,2012-09-03,2012.0,GC,1.0,on_broadcast,13.17180058,0.970176323,0.424814,0.832335,,,-2.51855,0.940209,15.7,22.8,,,9,247,3,1,fall
LAN,129.0,2012-09-03,2012.0,GC,2.0,on_broadcast,20.69515514,0.994617614,2.9454,0.999575,,,-2.1208,0.885391,9.2,25.5,,,9,247,3,1,fall
LAN,129.0,2012-09-03,2012.0,GC,1.0,on_broadcast,19.36150833,0.997342417,2.33043,0.997262,,,-0.400827,0.808781,10.2,24.7,,,9,247,3,1,fall
LAN,147.0,2012-09-03,2012.0,GC,2.0,on_broadcast,6.09938981,0.828874478,0.67831,0.857998,,,-2.17938,0.966134,10.5,25.5,,,9,247,3,1,fall
LAN,147.0,2012-09-03,2012.0,GC,1.0,on_broadcast,15.82272026,0.991219028,0.899203,0.997282,,,-2.00616,0.915035,14.4,23.8,,,9,247,3,1,fall
LAN,161.0,2012-09-03,2012.0,GC,1.0,on_broadcast,26.30906215,0.994980545,1.28475,0.986934,,,-1.30139,0.872285,11.0,25.8,,,9,247,3,1,fall
LAN,161.0,2012-09-03,2012.0,GC,2.0,on_broadcast,36.01148297,0.990996512,1.46593,0.990168,,,-2.90028,0.984575,7.7,23.4,,,9,247,3,1,fall
LAN,165.0,2012-09-03,2012.0,GC,1.0,on_broadcast,31.2471251,0.982305419,1.77868,0.981522,,,-0.469656,0.860566,11.5,24.7,,,9,247,3,1,fall
LAN,165.0,2012-09-03,2012.0,GC,2.0,on_broadcast,32.78107231,0.981129871,1.09638,0.985603,,,-1.74925,0.926267,6.2,25.0,,,9,247,3,1,fall
LAN,179.0,2012-09-03,2012.0,GC,2.0,on_broadcast,13.74498498,0.994297688,0.953307,0.98665,,,-3.56571,0.914386,4.1,25.2,,,9,247,3,1,fall
LAN,179.0,2012-09-03,2012.0,GC,1.0,on_broadcast,12.76935102,0.985013537,1.17237,0.990246,,,-2.50774,0.805998,7.5,27.3,,,9,247,3,1,fall
LAN,204.0,2012-09-03,2012.0,GC,2.0,on_broadcast,18.55584737,0.932748382,1.05297,0.969488,,,-0.864625,0.988773,8.8,26.6,,,9,247,3,1,fall
LAN,204.0,2012-09-03,2012.0,GC,1.0,on_broadcast,18.93267869,0.996831898,0.767651,0.973777,,,-0.287165,0.932361,15.0,25.9,,,9,247,3,1,fall
LAN,224.0,2012-09-03,2012.0,GC,1.0,on_broadcast,26.62170883,0.981090652,3.72241,0.981693,,,-2.71527,0.943387,9.9,23.4,,,9,247,3,1,fall
LAN,224.0,2012-09-03,2012.0,GC,2.0,on_broadcast,21.8522541,0.98217783,1.26789,0.986391,,,-2.46209,0.989867,7.4,23.2,,,9,247,3,1,fall
LAN,233.0,2012-09-03,2012.0,GC,2.0,on_broadcast,19.22922722,0.952800622,5.99249,0.96327,,,-1.23895,0.993154,10.0,23.2,,,9,247,3,1,fall
LAN,233.0,2012-09-03,2012.0,GC,1.0,on_broadcast,24.52966978,0.994662514,1.78554,0.994631,,,-1.25841,0.885314,13.3,23.5,,,9,247,3,1,fall
LAN,256.0,2012-09-03,2012.0,GC,2.0,on_broadcast,21.62087712,0.997179541,0.875452,0.965789,,,-1.83492,0.779073,10.0,23.4,,,9,247,3,1,fall
LAN,256.0,2012-09-03,2012.0,GC,1.0,on_broadcast,13.36735174,0.93230089,0.748668,0.91421,,,-1.9076,0.908368,14.5,23.0,,,9,247,3,1,fall
LAN,264.0,2012-09-03,2012.0,GC,1.0,on_broadcast,12.75969734,0.991108318,0.741168,0.989542,,,-3.59715,0.992786,10.4,24.6,,,9,247,3,1,fall
LAN,264.0,2012-09-03,2012.0,GC,2.0,on_broadcast,25.66304923,0.99929449,4.11621,0.991746,,,-1.97143,0.754694,8.8,24.4,,,9,247,3,1,fall
LAN,277.0,2012-09-03,2012.0,GC,1.0,on_broadcast,8.178124639,0.982880575,2.08898,0.982421,,,-1.49265,0.950293,11.2,25.3,,,9,247,3,1,fall
LAN,277.0,2012-09-03,2012.0,GC,2.0,on_broadcast,13.8720022,0.974280484,1.7145,0.997703,,,-1.21641,0.874183,10.4,25.3,,,9,247,3,1,fall
LAN,126.0,2012-09-17,2012.0,GC,1.0,on_broadcast,11.1279019,0.984186444,0.399404,0.985636,,,-1.36158,0.853117,18.9,16.2,,,9,261,3,1,fall
LAN,126.0,2012-09-17,2012.0,GC,2.0,on_broadcast,12.29072052,0.928414884,0.704326,0.999332,,,-1.67011,0.936609,17.0,16.3,,,9,261,3,1,fall
LAN,129.0,2012-09-17,2012.0,GC,2.0,on_broadcast,15.58514226,0.996420662,2.81243,0.99842,,,-0.303804,0.961354,10.4,18.3,,,9,261,3,1,fall
LAN,129.0,2012-09-17,2012.0,GC,1.0,on_broadcast,12.04662715,0.96446784,4.33115,0.986588,,,-0.549546,0.992914,22.2,18.1,,,9,261,3,1,fall
LAN,147.0,2012-09-17,2012.0,GC,1.0,on_broadcast,10.66854958,0.973334756,0.67094,0.991996,,,-1.51012,0.843698,19.2,17.9,,,9,261,3,1,fall
LAN,147.0,2012-09-17,2012.0,GC,2.0,on_broadcast,15.54668727,0.989252025,0.906511,0.971556,,,-2.91629,0.928753,14.7,17.9,,,9,261,3,1,fall
LAN,161.0,2012-09-17,2012.0,GC,2.0,on_broadcast,30.09504989,0.999676058,1.42273,0.970327,,,-1.45096,0.863233,12.8,17.5,,,9,261,3,1,fall
LAN,161.0,2012-09-17,2012.0,GC,1.0,on_broadcast,18.47287051,0.959070877,7.05198,0.974771,,,-1.00966,0.907706,18.7,17.6,,,9,261,3,1,fall
LAN,165.0,2012-09-17,2012.0,GC,2.0,on_broadcast,25.36769573,0.999312092,1.49175,0.973957,,,-2.93969,0.838084,13.1,17.3,,,9,261,3,1,fall
LAN,165.0,2012-09-17,2012.0,GC,1.0,on_broadcast,25.7884451,0.998562118,17.866,0.992391,,,-0.314642,0.97414,15.6,17.3,,,9,261,3,1,fall
LAN,179.0,2012-09-17,2012.0,GC,2.0,on_broadcast,14.14098934,0.988522786,1.4621,0.998525,,,-2.90188,0.945176,18.4,18.7,,,9,261,3,1,fall
LAN,179.0,2012-09-17,2012.0,GC,1.0,on_broadcast,12.14469201,0.996018885,1.85486,0.992705,,,-1.97038,0.97364,19.2,18.2,,,9,261,3,1,fall
LAN,204.0,2012-09-17,2012.0,GC,2.0,on_broadcast,25.51036358,0.996334238,1.63095,0.996057,,,-1.98252,0.977545,14.4,19.1,,,9,261,3,1,fall
LAN,204.0,2012-09-17,2012.0,GC,1.0,on_broadcast,19.08008352,0.99556997,2.5263,0.994729,,,0.129725,0.964487,15.5,19.0,,,9,261,3,1,fall
LAN,224.0,2012-09-17,2012.0,GC,2.0,on_broadcast,24.43000723,0.999387292,1.22973,0.986681,,,-1.85605,0.829449,15.1,16.4,,,9,261,3,1,fall
LAN,224.0,2012-09-17,2012.0,GC,1.0,on_broadcast,28.46671889,0.990215429,8.98751,0.988877,,,-2.5852,0.992555,18.0,16.6,,,9,261,3,1,fall
LAN,233.0,2012-09-17,2012.0,GC,2.0,on_broadcast,18.63469319,0.986340601,13.7641,0.979447,,,-0.47148,0.335284,10.4,17.4,,,9,261,3,1,fall
LAN,233.0,2012-09-17,2012.0,GC,1.0,on_broadcast,18.37883833,0.997174796,2.30758,0.844097,,,-0.102273,0.675287,20.1,17.5,,,9,261,3,1,fall
LAN,256.0,2012-09-17,2012.0,GC,1.0,on_broadcast,18.33689677,0.981026042,6.67734,0.846923,,,-2.40113,0.878083,13.6,17.2,,,9,261,3,1,fall
LAN,256.0,2012-09-17,2012.0,GC,2.0,on_broadcast,15.20466977,0.989684004,0.828468,0.996533,,,-1.56231,0.888697,12.9,16.6,,,9,261,3,1,fall
LAN,264.0,2012-09-17,2012.0,GC,1.0,on_broadcast,8.430000612,0.934721511,1.49272,0.999497,,,-3.95464,0.991545,19.7,18.3,,,9,261,3,1,fall
LAN,264.0,2012-09-17,2012.0,GC,2.0,on_broadcast,11.23159364,0.986601464,1.57818,0.98528,,,-3.65824,0.894541,14.4,18.1,,,9,261,3,1,fall
LAN,277.0,2012-09-17,2012.0,GC,2.0,on_broadcast,19.59811465,0.977832049,1.49595,0.9934,,,-3.664,0.986088,12.3,18.9,,,9,261,3,1,fall
LAN,277.0,2012-09-17,2012.0,GC,1.0,on_broadcast,15.83477266,0.993471996,2.26501,0.977432,,,-2.00996,0.83841,16.9,18.7,,,9,261,3,1,fall
LAN,126.0,2012-10-01,2012.0,GC,1.0,on_broadcast,7.442295552,0.979888699,0.141201,0.874364,,,-4.28447,0.862525,21.2,11.6,,,10,275,4,1,fall
LAN,126.0,2012-10-01,2012.0,GC,2.0,on_broadcast,7.311997709,0.951481927,0.395493,0.965941,,,-2.13974,0.854217,20.0,11.7,,,10,275,4,1,fall
LAN,129.0,2012-10-01,2012.0,GC,1.0,on_broadcast,10.84319793,0.998136245,2.31675,0.994641,,,0.543577,0.959928,18.1,13.3,,,10,275,4,1,fall
LAN,129.0,2012-10-01,2012.0,GC,2.0,on_broadcast,8.426669789,0.998627821,1.03574,0.988146,,,-1.33685,0.971784,17.0,13.3,,,10,275,4,1,fall
LAN,147.0,2012-10-01,2012.0,GC,2.0,on_broadcast,0.262137595,0.422071447,0.792486,0.974249,,,-2.62872,0.993322,18.3,13.1,,,10,275,4,1,fall
LAN,147.0,2012-10-01,2012.0,GC,1.0,on_broadcast,1.544633534,0.797618277,0.381522,0.841813,,,-1.45024,0.994264,16.5,13.2,,,10,275,4,1,fall
LAN,161.0,2012-10-01,2012.0,GC,1.0,on_broadcast,10.03527573,0.999232056,5.89843,0.915954,,,0.925319,0.998248,23.6,12.6,,,10,275,4,1,fall
LAN,161.0,2012-10-01,2012.0,GC,2.0,on_broadcast,13.18319519,0.99947589,0.931623,0.980653,,,-0.0414043,0.0648206,14.9,12.7,,,10,275,4,1,fall
LAN,165.0,2012-10-01,2012.0,GC,1.0,on_broadcast,14.14421399,0.99777619,6.88222,0.96893,,,-0.0418934,0.425601,13.0,12.4,,,10,275,4,1,fall
LAN,165.0,2012-10-01,2012.0,GC,2.0,on_broadcast,14.34575828,0.999702647,0.789836,0.98839,,,-1.52977,0.805799,7.4,12.3,,,10,275,4,1,fall
LAN,179.0,2012-10-01,2012.0,GC,2.0,on_broadcast,8.078363086,0.913570878,0.699357,0.969093,,,-3.78737,0.948154,15.6,14.0,,,10,275,4,1,fall
LAN,179.0,2012-10-01,2012.0,GC,1.0,on_broadcast,7.331092003,0.996851879,0.563754,0.993224,,,-3.50956,0.771992,18.2,14.1,,,10,275,4,1,fall
LAN,204.0,2012-10-01,2012.0,GC,1.0,on_broadcast,8.925145368,0.968208913,2.39418,0.987157,,,-0.154533,0.346328,8.6,14.4,,,10,275,4,1,fall
LAN,204.0,2012-10-01,2012.0,GC,2.0,on_broadcast,4.210180514,0.961776638,1.12699,0.994299,,,-0.733971,0.774962,12.7,14.3,,,10,275,4,1,fall
LAN,224.0,2012-10-01,2012.0,GC,1.0,on_broadcast,15.90496212,0.988001646,5.17632,0.987913,,,-0.490512,0.848598,14.7,12.5,,,10,275,4,1,fall
LAN,224.0,2012-10-01,2012.0,GC,2.0,on_broadcast,11.63292228,0.997443825,0.753004,0.982798,,,-2.30061,0.861455,14.6,12.3,,,10,275,4,1,fall
LAN,233.0,2012-10-01,2012.0,GC,2.0,on_broadcast,9.182669402,0.995137155,8.89853,0.992987,,,1.10362,0.57479,26.6,12.8,,,10,275,4,1,fall
LAN,233.0,2012-10-01,2012.0,GC,1.0,on_broadcast,4.77350784,0.935498227,2.26608,0.991888,,,-1.02104,0.826237,21.7,12.7,,,10,275,4,1,fall
LAN,256.0,2012-10-01,2012.0,GC,1.0,on_broadcast,10.04216294,0.99202562,-0.0277212,0.440951,,,-1.52738,0.940102,14.7,12.4,,,10,275,4,1,fall
LAN,256.0,2012-10-01,2012.0,GC,2.0,on_broadcast,10.43145947,0.98660956,0.70044,0.969353,,,-3.37876,0.965782,16.1,12.4,,,10,275,4,1,fall
LAN,264.0,2012-10-01,2012.0,GC,2.0,on_broadcast,10.24630382,0.885568067,0.96135,0.988371,,,-2.72475,0.828072,16.7,13.9,,,10,275,4,1,fall
LAN,264.0,2012-10-01,2012.0,GC,1.0,on_broadcast,8.806336313,0.985301924,1.1321,0.981635,,,-0.76761,0.890147,25.9,13.9,,,10,275,4,1,fall
LAN,277.0,2012-10-01,2012.0,GC,1.0,on_broadcast,-1.883005809,0.884026378,0.88623,0.993816,,,-2.112,0.886039,14.9,14.4,,,10,275,4,1,fall
LAN,277.0,2012-10-01,2012.0,GC,2.0,on_broadcast,4.538283962,0.935506594,0.842214,0.998878,,,-2.12175,0.781511,16.2,14.3,,,10,275,4,1,fall
LAN,126.0,2012-10-15,2012.0,GC,1.0,on_broadcast,4.546336507,0.968080695,-0.0880558,0.964615,,,-3.3004,0.805005,35.0,7.9,,,10,289,4,1,fall
LAN,126.0,2012-10-15,2012.0,GC,2.0,on_broadcast,5.852687378,0.983348256,0.274813,0.940212,,,-1.82289,0.947618,33.0,8.3,,,10,289,4,1,fall
LAN,129.0,2012-10-15,2012.0,GC,2.0,on_broadcast,15.36254908,0.981135263,1.09647,0.955619,,,-0.243534,0.941072,23.3,7.9,,,10,289,4,1,fall
LAN,129.0,2012-10-15,2012.0,GC,1.0,on_broadcast,8.250945504,0.998678779,2.48462,0.997872,,,0.234997,0.382102,35.1,8.0,,,10,289,4,1,fall
LAN,147.0,2012-10-15,2012.0,GC,1.0,on_broadcast,2.675107716,0.999326022,0.495604,0.915693,,,-0.833194,0.780249,34.0,7.3,,,10,289,4,1,fall
LAN,147.0,2012-10-15,2012.0,GC,2.0,on_broadcast,4.98751291,0.949861591,0.661503,0.9897,,,-1.16203,0.810093,32.6,7.5,,,10,289,4,1,fall
LAN,161.0,2012-10-15,2012.0,GC,1.0,on_broadcast,7.190829029,0.996368049,5.14752,0.867144,,,-1.80487,0.99082,29.3,8.7,,,10,289,4,1,fall
LAN,161.0,2012-10-15,2012.0,GC,2.0,on_broadcast,11.48567718,0.99850916,2.13822,0.991488,,,0.30707,0.986084,25.0,9.3,,,10,289,4,1,fall
LAN,165.0,2012-10-15,2012.0,GC,2.0,on_broadcast,11.57167445,0.992361483,0.668165,0.978662,,,-1.49119,0.967292,26.0,8.6,,,10,289,4,1,fall
LAN,165.0,2012-10-15,2012.0,GC,1.0,on_broadcast,12.78466297,0.985825775,1.39422,0.995149,,,-1.14184,0.994523,31.0,8.4,,,10,289,4,1,fall
LAN,179.0,2012-10-15,2012.0,GC,2.0,on_broadcast,17.02029705,0.99056559,0.866587,0.995141,,,-1.32597,0.887756,28.1,8.6,,,10,289,4,1,fall
LAN,179.0,2012-10-15,2012.0,GC,1.0,on_broadcast,8.63799941,0.988388604,0.777303,0.974243,,,-0.260858,0.901301,30.0,8.2,,,10,289,4,1,fall
LAN,204.0,2012-10-15,2012.0,GC,2.0,on_broadcast,8.449842912,0.99973894,1.09616,0.994688,,,-0.84707,0.979354,31.7,7.5,,,10,289,4,1,fall
LAN,204.0,2012-10-15,2012.0,GC,1.0,on_broadcast,8.977127839,0.999990554,1.58495,0.997225,,,-0.401757,0.745889,29.7,7.7,,,10,289,4,1,fall
LAN,224.0,2012-10-15,2012.0,GC,2.0,on_broadcast,14.51973411,0.998538225,0.719976,0.990299,,,-1.49084,0.990918,31.0,8.0,,,10,289,4,1,fall
LAN,224.0,2012-10-15,2012.0,GC,1.0,on_broadcast,12.50395573,0.995985844,1.73712,0.995396,,,-1.66109,0.83545,29.6,7.7,,,10,289,4,1,fall
LAN,233.0,2012-10-15,2012.0,GC,2.0,on_broadcast,13.78409633,0.99829125,5.57558,0.998547,,,-0.642936,0.958465,28.2,8.7,,,10,289,4,1,fall
LAN,233.0,2012-10-15,2012.0,GC,1.0,on_broadcast,-4.110419784,0.967331708,1.92418,0.989343,,,-0.622896,0.806985,34.8,8.5,,,10,289,4,1,fall
LAN,256.0,2012-10-15,2012.0,GC,2.0,on_broadcast,12.2626761,0.998239649,0.564802,0.978284,,,-0.811665,0.953463,31.7,7.7,,,10,289,4,1,fall
LAN,256.0,2012-10-15,2012.0,GC,1.0,on_broadcast,8.379394915,0.998957936,0.775153,0.991866,,,-1.92004,0.777342,31.8,7.5,,,10,289,4,1,fall
LAN,264.0,2012-10-15,2012.0,GC,2.0,on_broadcast,,,,,,,,,33.1,8.7,,,10,289,4,1,fall
LAN,264.0,2012-10-15,2012.0,GC,1.0,on_broadcast,15.65709253,0.941471251,1.25378,0.978843,,,-0.000736224,4.49296e-06,36.8,8.6,,,10,289,4,1,fall
LAN,277.0,2012-10-15,2012.0,GC,1.0,on_broadcast,14.00312484,0.995495566,1.33163,0.992162,,,-0.106632,0.02734,33.3,9.3,,,10,289,4,1,fall
LAN,277.0,2012-10-15,2012.0,GC,2.0,on_broadcast,39.52611506,0.996995458,2.13298,0.980406,,,-0.947608,0.999967,34.5,9.3,,,10,289,4,1,fall
LAN,126.0,2012-10-29,2012.0,GC,1.0,on_broadcast,5.517917712,0.967930769,0.736727,0.909909,,,-2.62048,0.99609,35.4,2.3,,,10,303,4,1,fall
LAN,126.0,2012-10-29,2012.0,GC,2.0,on_broadcast,4.464366276,0.899199812,0.595964,0.948685,,,-2.24517,0.918391,32.5,2.3,,,10,303,4,1,fall
LAN,129.0,2012-10-29,2012.0,GC,2.0,on_broadcast,4.422190718,0.919032254,2.06355,0.963635,,,-1.04249,0.751809,26.4,3.5,,,10,303,4,1,fall
LAN,129.0,2012-10-29,2012.0,GC,1.0,on_broadcast,4.296534955,0.980520616,4.43608,0.997264,,,-1.42717,0.994956,31.5,3.6,,,10,303,4,1,fall
LAN,147.0,2012-10-29,2012.0,GC,1.0,on_broadcast,3.873205289,0.953404729,1.03914,0.991425,,,-3.03025,0.799876,32.9,2.8,,,10,303,4,1,fall
LAN,147.0,2012-10-29,2012.0,GC,2.0,on_broadcast,4.864100803,0.942814654,1.25869,0.981097,,,-2.28639,0.91262,33.9,3.2,,,10,303,4,1,fall
LAN,161.0,2012-10-29,2012.0,GC,1.0,on_broadcast,4.462200276,0.982185684,1.11267,0.942018,,,-1.10105,0.97254,33.5,4.5,,,10,303,4,1,fall
LAN,161.0,2012-10-29,2012.0,GC,2.0,on_broadcast,9.824428812,0.997425298,1.61986,0.996142,,,0.398679,0.694252,26.5,4.6,,,10,303,4,1,fall
LAN,165.0,2012-10-29,2012.0,GC,1.0,on_broadcast,8.199761537,0.954813462,2.77008,0.968969,,,-2.21846,0.876603,30.8,3.5,,,10,303,4,1,fall
LAN,165.0,2012-10-29,2012.0,GC,2.0,on_broadcast,8.325307248,0.998975642,0.72409,0.983613,,,-0.960429,0.792678,28.7,3.0,,,10,303,4,1,fall
LAN,179.0,2012-10-29,2012.0,GC,1.0,on_broadcast,-3.487583429,0.971099201,1.03198,0.97909,,,-1.22767,0.999961,34.1,4.6,,,10,303,4,1,fall
LAN,179.0,2012-10-29,2012.0,GC,2.0,on_broadcast,-1.777166577,0.998596864,1.90567,0.997403,,,-1.65887,0.880755,29.5,4.6,,,10,303,4,1,fall
LAN,204.0,2012-10-29,2012.0,GC,2.0,on_broadcast,7.56757639,0.963699023,1.21721,0.986547,,,-0.845055,0.998131,26.6,2.6,,,10,303,4,1,fall
LAN,204.0,2012-10-29,2012.0,GC,1.0,on_broadcast,4.585552536,0.903265036,0.837591,0.965114,,,-0.764814,0.834461,22.5,3.4,,,10,303,4,1,fall
LAN,224.0,2012-10-29,2012.0,GC,2.0,on_broadcast,6.728649814,0.953929044,0.906307,0.932587,,,-0.443861,0.522171,38.3,2.8,,,10,303,4,1,fall
LAN,224.0,2012-10-29,2012.0,GC,1.0,on_broadcast,9.990549379,0.982456665,2.28118,0.971998,,,-0.0762682,0.0435867,22.2,3.1,,,10,303,4,1,fall
LAN,233.0,2012-10-29,2012.0,GC,1.0,on_broadcast,-1.092493187,0.874446655,1.60353,0.996597,,,-0.0153186,0.00750626,26.4,4.8,,,10,303,4,1,fall
LAN,233.0,2012-10-29,2012.0,GC,2.0,on_broadcast,6.322752619,0.999462282,3.94509,0.999017,,,0.360607,0.982745,32.2,4.2,,,10,303,4,1,fall
LAN,256.0,2012-10-29,2012.0,GC,1.0,on_broadcast,4.281930427,0.99331995,1.17687,0.93331,,,-0.107792,0.981178,30.3,2.7,,,10,303,4,1,fall
LAN,256.0,2012-10-29,2012.0,GC,2.0,on_broadcast,5.720465386,0.99925703,0.499864,0.909403,,,-2.15906,0.917687,31.6,2.7,,,10,303,4,1,fall
LAN,264.0,2012-10-29,2012.0,GC,2.0,on_broadcast,1.75092317,0.930854699,2.64016,0.993941,,,0.259944,0.951184,29.6,5.3,,,10,303,4,1,fall
LAN,264.0,2012-10-29,2012.0,GC,1.0,on_broadcast,-2.066086546,0.995663444,0.56412,0.787524,,,-0.113108,0.0169373,30.4,5.4,,,10,303,4,1,fall
LAN,277.0,2012-10-29,2012.0,GC,1.0,on_broadcast,5.411180004,0.997247202,1.69941,0.987128,,,-2.02847,0.997132,30.9,5.4,,,10,303,4,1,fall
LAN,277.0,2012-10-29,2012.0,GC,2.0,on_broadcast,4.93948218,0.913601089,2.09162,0.971914,,,-0.351003,0.774805,29.5,5.2,,,10,303,4,1,fall
LAN,126.0,2012-11-24,2012.0,GC,1.0,on_broadcast,3.00498047,0.991081744,1.46067,0.96337,,,-4.41331,0.993505,23.1,1.3,,,11,329,4,0,fall
LAN,126.0,2012-11-24,2012.0,GC,2.0,on_broadcast,4.65812118,0.992587863,0.767554,0.975067,,,-4.77263,0.764886,25.0,1.6,,,11,329,4,0,fall
LAN,129.0,2012-11-24,2012.0,GC,2.0,on_broadcast,3.158706156,0.972961725,1.78237,0.999506,,,-3.25009,0.935293,18.2,1.3,,,11,329,4,0,fall
LAN,129.0,2012-11-24,2012.0,GC,1.0,on_broadcast,1.589100644,0.826572639,1.38172,0.956862,,,-5.7072,0.950549,23.0,1.4,,,11,329,4,0,fall
LAN,147.0,2012-11-24,2012.0,GC,1.0,on_broadcast,2.887276378,0.991634771,0.727293,0.881877,,,-3.18929,0.985036,12.5,1.3,,,11,329,4,0,fall
LAN,147.0,2012-11-24,2012.0,GC,2.0,on_broadcast,2.77689317,0.893227497,0.325159,0.995869,,,1.66344,0.782231,10.6,1.2,,,11,329,4,0,fall
LAN,161.0,2012-11-24,2012.0,GC,1.0,on_broadcast,3.824887039,0.995680437,2.93232,0.91921,,,-0.124649,0.0218927,29.6,1.8,,,11,329,4,0,fall
LAN,161.0,2012-11-24,2012.0,GC,2.0,on_broadcast,4.338087826,0.999755228,2.17173,0.979368,,,-0.270637,0.467865,28.2,1.6,,,11,329,4,0,fall
LAN,165.0,2012-11-24,2012.0,GC,1.0,on_broadcast,3.154194422,0.967184083,0.453346,0.923186,,,-0.369777,0.993323,13.8,2.1,,,11,329,4,0,fall
LAN,165.0,2012-11-24,2012.0,GC,2.0,on_broadcast,,,,,,,,,11.8,1.1,,,11,329,4,0,fall
LAN,179.0,2012-11-24,2012.0,GC,1.0,on_broadcast,-6.817966486,0.99251721,0.912739,0.936278,,,0.0748764,0.00836865,7.5,1.3,,,11,329,4,0,fall
LAN,179.0,2012-11-24,2012.0,GC,2.0,on_broadcast,-4.194321492,0.996952288,1.32568,0.890023,,,-0.497171,0.938952,12.1,1.2,,,11,329,4,0,fall
LAN,204.0,2012-11-24,2012.0,GC,1.0,on_broadcast,1.662117306,0.899753156,0.0490306,0.453902,,,-2.34978,0.988418,23.1,1.0,,,11,329,4,0,fall
LAN,204.0,2012-11-24,2012.0,GC,2.0,on_broadcast,2.301755985,0.993003106,0.188582,0.987499,,,-1.37995,0.864619,21.3,1.3,,,11,329,4,0,fall
LAN,224.0,2012-11-24,2012.0,GC,2.0,on_broadcast,3.638099796,0.989454989,1.33095,0.98832,,,-0.983017,0.983177,7.3,1.6,,,11,329,4,0,fall
LAN,224.0,2012-11-24,2012.0,GC,1.0,on_broadcast,7.881802202,0.995888245,1.11101,0.96133,,,-5.3349,0.954639,6.9,2.1,,,11,329,4,0,fall
LAN,233.0,2012-11-24,2012.0,GC,2.0,on_broadcast,3.809470942,0.991667749,2.79096,0.991663,,,-0.31151,0.824345,27.6,1.3,,,11,329,4,0,fall
LAN,233.0,2012-11-24,2012.0,GC,1.0,on_broadcast,1.870207367,0.965893754,0.786317,0.999785,,,-1.10202,0.920619,28.6,1.8,,,11,329,4,0,fall
LAN,256.0,2012-11-24,2012.0,GC,1.0,on_broadcast,2.602041233,0.989501308,0.89067,0.973161,,,-3.29768,0.921383,24.1,0.9,,,11,329,4,0,fall
LAN,256.0,2012-11-24,2012.0,GC,2.0,on_broadcast,0.933109489,0.993483994,1.47826,0.964017,,,-2.17959,0.781201,24.6,1.4,,,11,329,4,0,fall
LAN,264.0,2012-11-24,2012.0,GC,2.0,on_broadcast,0.031005015,0.759092597,0.209535,0.999485,,,-1.39409,0.969144,25.3,1.5,,,11,329,4,0,fall
LAN,264.0,2012-11-24,2012.0,GC,1.0,on_broadcast,-1.914453222,0.982315372,0.349424,0.807521,,,-3.30073,0.777099,24.4,1.4,,,11,329,4,0,fall
LAN,277.0,2012-11-24,2012.0,GC,1.0,on_broadcast,1.45181707,0.772806694,1.26125,0.998419,,,-0.936216,0.941672,20.5,1.5,,,11,329,4,0,fall
LAN,277.0,2012-11-24,2012.0,GC,2.0,on_broadcast,3.77830525,0.960722437,1.05102,0.985355,,,-0.669321,0.960126,23.6,1.3,,,11,329,4,0,fall
LAN,126.0,2013-04-25,2013.0,GC,2.0,on_broadcast,3.91204368,0.99039615,2.60549,0.898535,,,1.05153,0.831059,39.0,3.9,,,4,115,2,1,spring
LAN,126.0,2013-04-25,2013.0,GC,1.0,on_broadcast,1.452810913,0.961027922,0.0834905,0.0771998,,,0.140992,0.0803525,37.4,3.8,,,4,115,2,1,spring
LAN,129.0,2013-04-25,2013.0,GC,1.0,on_broadcast,1.962006648,0.955942394,2.45502,0.977002,,,-2.02673,0.994072,33.4,3.9,,,4,115,2,1,spring
LAN,129.0,2013-04-25,2013.0,GC,2.0,on_broadcast,3.310109453,0.995402096,5.50845,0.909317,,,-1.45365,0.75432,36.9,3.9,,,4,115,2,1,spring
